degree,id,pagerank,betweenness_centrality,eigenvector_centrality,katz_centrality
628,7952,2.6650938e-05,4.066928340762388e-07,0.0026092303,0.006865457
1996,7953,6.1084225e-05,8.855064152157865e-06,0.009277702,0.00733014
3892,7954,0.00011008039,2.9982438718434423e-05,0.017678354,0.007972067
1482,7955,6.4659274e-05,2.0358258552732877e-05,0.0017277496,0.0071144183
1618,7956,4.825108e-05,3.7923280160612194e-07,0.008382017,0.0072096204
634,7957,3.957457e-05,7.694437954341993e-06,0.00050935487,0.006843504
308,7958,2.8968496e-05,1.9238875665905653e-06,0.0004128431,0.006743075
2038,7959,8.279053e-05,3.138814645353705e-05,0.0029176727,0.0072831362
8022,7960,0.00026928275,0.000961005745921284,0.023510829,0.0092528425
70,7961,1.106204e-05,3.891538256084459e-07,0.0002646649,0.006673915
2276,7962,7.555729e-05,3.49360634572804e-05,0.009234681,0.00742208
562,7963,2.212679e-05,1.4033399509116862e-07,0.0032085278,0.0068488335
740,7964,2.6453663e-05,2.0831866720527614e-07,0.0037001295,0.0069044805
2,7965,8.001623e-06,0.0,2.321811e-07,0.0066504353
320,7966,3.7086265e-05,4.26410724685411e-06,9.226021e-05,0.0067429612
308,7967,3.0197909e-05,2.1289379219524562e-06,0.00036692104,0.006742312
14,12801,1.4148144e-05,4.494442691793665e-05,6.2829263e-06,0.0066539817
1476,12802,6.732787e-05,2.929772381321527e-05,0.0015944001,0.0071105673
5338,12803,0.00018447617,0.00032276479760184884,0.014289536,0.008390742
4862,12804,0.00014292797,0.0001776754215825349,0.019382052,0.008270549
406,12805,2.2758617e-05,4.5045942442811793e-07,0.00068253675,0.0067811445
2530,12806,8.537798e-05,1.6258292816928588e-05,0.0079720905,0.007491887
52,12807,1.185929e-05,1.20618821597418e-07,6.0038936e-05,0.00666578
1220,12808,4.5109686e-05,3.4946669984492473e-06,0.004747506,0.007062971
1996,12809,6.202494e-05,8.368117050849833e-06,0.009782122,0.0073445565
2938,12810,0.00011460753,0.00013681563723366708,0.006615547,0.0076006777
4128,12811,0.00015503497,0.00022720303968526423,0.00896708,0.007977038
1798,12812,5.9925802e-05,2.013464290939737e-05,0.0070858994,0.0072475136
236,12813,1.6641092e-05,8.657440275783301e-07,0.00047450294,0.0067261723
222,12814,2.9547171e-05,6.125601794337854e-05,0.00017523307,0.006717184
252,12815,5.293781e-05,5.647992566082394e-06,6.0000407e-06,0.006721959
112,12800,1.3902268e-05,8.467701917425074e-08,7.880215e-05,0.006683761
5370,13968,0.00019068361,0.0005968976183794439,0.014552951,0.00839461
136,13969,2.3642204e-05,2.4444525479339063e-05,7.367865e-05,0.0066897906
570,13970,4.1836254e-05,5.9202440752414986e-05,0.0009409639,0.006825305
3344,13971,0.000120548575,0.00018514164548832923,0.0079170205,0.0077309953
2826,13972,8.992612e-05,1.517272448836593e-05,0.0115584945,0.0076108766
254,13973,3.2621516e-05,1.5947282008710317e-05,0.00014060186,0.0067254
3202,13974,0.000100922014,3.746488437172957e-05,0.012869358,0.0077189426
42,13975,1.0066519e-05,3.845798790536037e-09,3.7896032e-05,0.006662635
1414,13976,4.3168286e-05,3.7890103499194083e-07,0.007325107,0.007138452
1690,13977,7.098099e-05,3.468281283858232e-05,0.0023112982,0.007173746
318,13978,2.4353816e-05,2.5528761398163624e-06,0.00025697143,0.006748038
164,13979,1.2071171e-05,3.474460302799187e-11,0.0008633246,0.0067070476
250,13980,1.4850483e-05,1.1463638927011743e-08,0.0012902989,0.0067381985
2520,13981,0.000108142944,0.00010799615120049566,0.003233607,0.007437406
274,13982,2.0638998e-05,9.887610303849215e-07,0.0005169215,0.006734775
5748,13983,0.00019277284,0.00044032183359377086,0.017706104,0.008520506
4730,4896,0.00014360997,0.00011984051525359973,0.019282734,0.008239734
1154,4897,4.0100866e-05,1.925512151501607e-06,0.004892281,0.0070410515
638,4898,2.8939801e-05,1.4337867469293997e-05,0.0019436082,0.0068612564
526,4899,2.6510468e-05,3.898825070791645e-06,0.0009505547,0.0068197106
224,4900,1.4114423e-05,9.300045888949171e-08,0.0010267961,0.006726767
18,4901,8.865048e-06,1.20582799301161e-09,2.1488373e-05,0.0066553312
266,4902,2.5076593e-05,7.080576779117109e-06,0.00023000842,0.006731116
1150,4903,4.3033666e-05,4.044233719469048e-06,0.0038669605,0.0070396555
44,4904,1.1241996e-05,7.17177739417707e-09,3.877626e-05,0.0066629644
402,4905,2.1642847e-05,3.9274135588129866e-07,0.0009732456,0.0067825476
200,4906,1.4911975e-05,2.2599181193072582e-07,0.0008556792,0.006718563
1948,4907,7.869888e-05,6.606764509342611e-05,0.005525248,0.0072943065
2508,4908,7.148411e-05,4.55659892395488e-06,0.011890166,0.0075029456
2088,4909,6.9261376e-05,5.765585228800774e-06,0.007206654,0.0073456853
320,4910,1.8711064e-05,1.1612874573074805e-07,0.00057793054,0.006753051
110,4911,1.1171807e-05,2.548697697335456e-09,0.00039220732,0.006687488
570,12976,2.4288262e-05,1.236757384504017e-06,0.002333787,0.0068425983
2,12977,8.153297e-06,0.0,5.0128435e-08,0.006650433
5702,12978,0.00017345377,0.00028097620815970004,0.021290135,0.008526762
164,12979,2.6039696e-05,4.43458930021734e-06,4.3425145e-05,0.0066975285
618,12980,3.6864265e-05,1.2535590030893218e-05,0.0009173633,0.0068438356
80,12982,1.0029265e-05,6.6581504754026355e-09,0.00045462218,0.006678929
708,12983,3.3346907e-05,5.99082704866305e-06,0.0018114804,0.006875633
4040,12984,0.00013298346,0.00010546203702688217,0.012993752,0.007995052
566,12985,5.670523e-05,0.00012353261990938336,0.00042932184,0.006818285
5940,12986,0.00016646548,9.990933904191479e-05,0.023927858,0.008622312
470,12987,3.2911594e-05,4.440420525497757e-05,0.0002780481,0.0067908713
694,12988,3.2969547e-05,3.264516271883622e-05,0.0030248414,0.006886687
1542,12989,6.5046275e-05,2.447782208037097e-05,0.001992838,0.007127984
126,12990,1.2707355e-05,7.615764729962393e-08,0.00029900292,0.0066904514
1260,12991,6.0482347e-05,9.573408169671893e-05,0.0026762018,0.0070604524
4,12981,5.1218696e-05,0.0,2.4842855e-38,0.0066509894
1988,9200,6.1298066e-05,1.2727977264148649e-05,0.009870094,0.007336648
2750,9201,9.0049085e-05,6.989682151470333e-05,0.010916116,0.0075810202
462,9202,2.0816238e-05,1.1939009425532277e-07,0.0022251362,0.006811264
708,9203,0.00014279415,0.0009608744876459241,9.1706424e-05,0.0068530045
554,9204,2.7634598e-05,1.8519152717999532e-06,0.0012901068,0.0068262825
84,9205,1.1309832e-05,1.0199142863598354e-08,0.00011241266,0.0066763232
1578,9206,5.8075493e-05,1.2173141840321478e-05,0.0048843315,0.0071741613
1278,9207,4.606277e-05,4.009978056274122e-06,0.0049728947,0.0070848195
3044,9208,0.00013559847,0.00023125956067815423,0.003609356,0.007594441
1226,9209,4.3958775e-05,4.2401684368087444e-06,0.0050072847,0.0070621404
456,9210,4.033072e-05,6.33235031273216e-05,0.0009252119,0.00679335
152,9211,1.2885923e-05,4.831386490877776e-08,0.00051876885,0.0067013497
364,9212,2.7506274e-05,1.312080530624371e-05,0.00039359616,0.0067617027
6,9213,8.535408e-06,2.755813112431671e-11,6.867197e-07,0.0066515733
66,9214,9.819552e-06,2.0911497533582235e-10,0.00021258536,0.0066720378
2328,9215,7.481513e-05,7.76153592596529e-06,0.010048913,0.0074476167
406,9856,2.5363486e-05,6.532768566103186e-07,0.00054262555,0.0067756297
78,9857,1.4552311e-05,1.2370976492093178e-06,4.3456275e-05,0.006673251
674,9858,3.8539845e-05,1.0623041816870682e-05,0.0006427113,0.006856446
226,9859,1.630603e-05,6.196072490638471e-07,0.0007464054,0.0067253397
332,9860,5.6017736e-05,3.712856050697155e-05,0.000100491096,0.006746137
4,9861,7.926902e-06,0.0,1.6508626e-05,0.0066512288
84,9863,1.0845286e-05,1.0276471229531126e-08,0.0002472195,0.0066770962
1896,9864,6.7241584e-05,1.2837071153626312e-05,0.0056592384,0.0072802934
38,9865,1.3252962e-05,4.353504223786331e-09,4.030525e-06,0.0066607096
16,9866,1.3941065e-05,1.993339004968675e-08,2.3733395e-07,0.0066543887
712,9867,3.3737604e-05,2.3842301288823364e-06,0.0009446342,0.0068756277
26,9869,8.76863e-06,0.0,1.636307e-05,0.006657794
216,9870,1.8945233e-05,3.1858522220318264e-07,0.0003115056,0.0067169806
180,9871,1.304127e-05,3.2396940685686104e-09,0.00081708765,0.0067128204
34,9862,9.236783e-06,3.439502904711844e-08,0.000105961786,0.006661037
736,9868,3.689782e-05,4.156957220402546e-05,0.001538794,0.0068827122
156,11952,1.3086963e-05,1.2850997599400671e-08,0.00046977683,0.0067023756
648,11953,3.8408914e-05,6.7916239459009375e-06,0.0008196985,0.0068507576
2864,11954,0.000112825015,0.00027637198218144476,0.0059440844,0.0075658048
7908,11955,0.0002324508,0.0003183456137776375,0.02877794,0.0092611965
430,11956,2.7300519e-05,2.968472290376667e-05,0.00039256792,0.0067829355
4198,11957,0.00012018764,4.6353990910574794e-05,0.018573575,0.0080720065
0,11958,7.810017e-06,0.0,7e-45,0.006649862
12,11959,8.327598e-06,3.3578617664176136e-10,2.428873e-05,0.0066535785
20,11960,8.619321e-06,0.0,2.0074454e-05,0.006656214
58,11961,9.502967e-06,9.528937638947355e-10,0.00031119792,0.0066713733
2216,11962,9.3607654e-05,9.281061647925526e-05,0.0027374285,0.0073432494
418,11963,2.3003302e-05,1.8703568116507086e-07,0.00039034087,0.006778375
508,11964,2.5731993e-05,1.0363579576733173e-06,0.0011396634,0.0068106805
3214,11965,0.00010990296,0.00011035873467335477,0.011025728,0.007725998
112,11966,4.4124077e-05,4.558415639621671e-06,5.6150566e-05,0.006682381
5180,11967,0.00018184374,0.0003071621176786721,0.012119109,0.008319787
1086,12112,3.9504994e-05,1.3062495781923644e-05,0.0043720696,0.007018113
322,12113,1.7968941e-05,1.2298428941903694e-07,0.0012389742,0.006760276
2160,12114,6.889145e-05,1.5325958884204738e-05,0.008892639,0.0073774443
5196,12115,0.00016216499,0.0001487575500505045,0.019843519,0.00839033
5386,12116,0.00017674401,0.0004109078145120293,0.016813742,0.008428919
378,12117,3.4355202e-05,2.1194626242504455e-05,0.00065022206,0.006766087
1350,12118,4.2335203e-05,2.9700638606300345e-06,0.006199488,0.0071067265
1122,12119,3.622308e-05,3.284343392806477e-07,0.006119176,0.0070427195
24,12120,8.497284e-06,0.0,0.000106921136,0.006658162
224,12121,1.6598067e-05,5.616100224870024e-07,0.0005735224,0.006722195
86,12122,1.0926545e-05,2.0402062261837273e-07,0.00024342985,0.0066786143
7258,12123,0.00023269549,0.00085316167678684,0.02225241,0.009021877
98,12124,1.6141195e-05,1.0509863841434708e-06,0.00013970103,0.0066796257
3022,12125,9.238077e-05,0.00016299028357025236,0.013411547,0.007677837
2858,12126,0.00010613358,6.357241363730282e-05,0.00735734,0.0075838114
0,12127,7.810017e-06,0.0,7e-45,0.006649862
632,8256,2.5487903e-05,4.507272421960806e-07,0.0032537335,0.006874757
18,8257,1.6641952e-05,5.1513040943973465e-08,3.623822e-07,0.00665496
12,8258,8.183483e-06,0.0,4.505182e-05,0.0066540763
54,8259,1.4025198e-05,3.897679107467411e-06,2.7172053e-05,0.006665803
4588,8260,0.00013813142,9.397645044373348e-05,0.018865319,0.008188482
30,8261,8.987068e-06,1.3346032057270918e-09,8.5676606e-05,0.0066600516
5050,8262,0.00014275972,3.779563485295512e-05,0.022183845,0.008361788
4882,8263,0.00014979881,0.00011374297173460945,0.018680437,0.0082838265
28,8264,1.0019439e-05,4.5652434721432655e-08,1.00873385e-05,0.0066580856
490,8265,2.1035836e-05,1.4722213848017418e-07,0.0024698058,0.0068211746
1674,8266,6.491915e-05,3.368836041772738e-05,0.00493569,0.0072019896
6732,8267,0.00024403784,0.0012826611055061221,0.014656594,0.008808587
328,8269,1.7938099e-05,4.5494508071897144e-07,0.0012458477,0.0067598186
4536,8270,0.00015750783,0.00028113581356592476,0.011942546,0.008122106
2208,8271,7.3203555e-05,3.41840714099817e-05,0.008267474,0.00738248
884,8268,4.0991687e-05,4.53220627605333e-06,0.0020122898,0.0069374796
2786,8976,0.00010818621,0.00021754289628006518,0.00732733,0.0075581754
4370,8977,0.00012376574,3.2312014809576795e-05,0.019008769,0.008114494
438,8978,2.1832078e-05,2.1523152327063144e-07,0.0013117535,0.0067971703
148,8979,1.2710206e-05,1.1994505655366083e-07,0.0005173001,0.0066994233
12,8980,1.2162449e-05,6.245134187565782e-08,2.7312567e-06,0.006653301
278,8981,1.7250723e-05,3.2533327498640574e-07,0.000867572,0.0067416104
1134,8982,4.8675192e-05,3.1328161185228964e-06,0.0013433185,0.007000146
1056,8983,5.024414e-05,7.906803148216568e-06,0.001898677,0.0069856336
324,8984,1.7755026e-05,1.188404112895114e-07,0.0012581542,0.006759772
1190,8985,4.4670734e-05,1.0257779649691656e-05,0.0042529185,0.007048101
310,8986,2.2069766e-05,1.623628918423492e-06,0.00023274617,0.0067454195
1350,8987,4.3736043e-05,1.0384810593677685e-06,0.0063457447,0.007112793
504,8988,2.9459165e-05,4.509638529270887e-06,0.00065170194,0.006807868
290,8989,4.082522e-05,1.8259510570217685e-09,1.8759323e-06,0.0067332415
0,8990,7.810017e-06,0.0,7e-45,0.006649862
24,8991,8.550481e-06,0.0,0.00011292293,0.0066586584
60,6448,9.546134e-06,0.0,0.00023780181,0.0066704443
74,6449,3.6988673e-05,1.1820102372439578e-06,1.4591779e-05,0.006671049
34,6450,9.411536e-06,1.1392339160920528e-07,7.9000085e-05,0.0066608866
190,6451,2.0319654e-05,8.661145329824649e-06,0.0002875438,0.0067092436
1522,6452,6.8793226e-05,3.798428224399686e-05,0.0016772668,0.007117842
3072,6453,8.604883e-05,5.74596651858883e-06,0.014825329,0.0076982863
2,6454,4.018924e-05,0.0,6.06406e-40,0.0066504255
2272,6455,9.2443566e-05,4.7754310799064115e-05,0.004786749,0.0073791314
5330,6456,0.00014967851,7.141487003536895e-05,0.022080144,0.00843284
6080,6457,0.00020638111,0.0008787827100604773,0.018437352,0.00863266
4194,6458,0.00014516234,0.00018975436978507787,0.012799547,0.008027546
214,6459,1.6825914e-05,1.7875976254799752e-06,0.0006125292,0.006718826
1766,6460,8.9956884e-05,0.00021572479454334825,0.0020888387,0.0072007095
82,6461,1.6367594e-05,1.2086722733783972e-07,7.98774e-05,0.006674209
114,6462,1.4732432e-05,5.261098294795374e-07,0.00010611218,0.0066847974
0,6463,7.810017e-06,0.0,7e-45,0.006649862
2030,7872,6.722014e-05,1.0526509868213907e-05,0.007945354,0.0073367176
1098,7873,4.04596e-05,5.485866950039053e-06,0.004237285,0.0070169135
274,7875,3.9102248e-05,5.78913628146438e-08,1.7906584e-06,0.0067286375
86,7876,1.2293347e-05,2.3384369285395223e-07,0.000117751224,0.0066764923
1450,7877,8.163292e-05,0.00010130248847417533,0.001778962,0.007098605
2,7878,7.881664e-06,0.0,4.492852e-06,0.006650503
1148,7879,3.7678026e-05,9.201821171700431e-07,0.006099598,0.007051206
2196,7880,7.735088e-05,5.343557131709531e-05,0.006441358,0.0073681725
10,7881,2.7153348e-05,9.502104347802742e-08,1.15468886e-07,0.006652686
1890,7882,6.224676e-05,3.534503093760577e-06,0.0077336086,0.007292003
858,7883,2.9198258e-05,7.575966520789734e-08,0.004660923,0.0069494336
184,7884,1.5828253e-05,3.837992892385955e-07,0.0004153785,0.0067078383
640,7885,3.1973796e-05,1.4683871540910332e-06,0.0009798232,0.0068518016
946,7886,3.2961943e-05,8.941489113567513e-07,0.0046944516,0.006977226
94,7887,2.645854e-05,3.0826107831671834e-05,9.75716e-05,0.006678163
724,7874,3.274693e-05,3.5134728477714816e-06,0.0019149927,0.0068893135
5826,4768,0.0002464632,0.0008433657931163907,0.010454591,0.008487627
848,4769,3.6250007e-05,4.678713594330475e-06,0.0021811982,0.0069235805
282,4770,1.8647923e-05,1.9633486658676702e-07,0.00053960073,0.0067401994
0,4771,7.810017e-06,0.0,7e-45,0.006649862
280,4772,1.5467807e-05,6.616895831257352e-08,0.0013709767,0.0067475718
762,4773,3.1837073e-05,3.899946477758931e-06,0.0027183522,0.0069078333
20,4774,9.497614e-06,2.8774470806069985e-08,6.5626605e-06,0.0066557615
1624,4776,5.3464668e-05,8.884718226909172e-06,0.006823968,0.007205672
1076,4777,4.6564688e-05,1.0905029739660677e-05,0.0029483212,0.006999676
1836,4779,6.0535698e-05,1.6130634321598336e-05,0.0072112307,0.0072613726
3304,4781,9.781239e-05,1.9891591364284977e-05,0.015450609,0.0077846795
560,4782,7.51905e-05,3.156433012918569e-05,1.648907e-05,0.0068105753
370,4775,2.3481527e-05,5.667183813784504e-06,0.00040940213,0.0067654075
1698,4778,7.301844e-05,2.0217770725139417e-05,0.0019636494,0.0071812947
346,4780,1.7806522e-05,7.120780196601117e-07,0.0014766409,0.0067696664
654,4783,2.7305952e-05,4.1238169501411903e-07,0.002795068,0.0068773315
1010,11424,5.7200894e-05,2.8696251320070587e-05,0.0012581671,0.0069633126
308,11425,1.8910154e-05,5.277146919979714e-05,0.0012447888,0.006756601
7126,11426,0.00020990497,0.0003819414705503732,0.026450573,0.0090014925
188,11427,1.3248913e-05,3.492106159797004e-08,0.00089089863,0.0067158793
2,11428,7.890849e-06,0.0,2.6939745e-06,0.006650486
7610,11429,0.00027422828,0.0014908688608556986,0.021074215,0.009122112
268,11430,2.0434973e-05,1.5401375321744126e-06,0.00046613373,0.00673467
110,11431,1.0552613e-05,2.187889869276205e-10,0.00075401546,0.0066907993
2636,11432,0.00011834153,9.551227412885055e-05,0.004517975,0.007479741
5730,11433,0.000179487,0.00024855954688973725,0.02129252,0.008549458
3130,11434,9.478e-05,3.588993422454223e-05,0.013606723,0.0077048335
220,11435,1.5028056e-05,2.1277188011481485e-07,0.00060544873,0.0067230957
536,11436,2.1740767e-05,2.1398525973381766e-07,0.0026986653,0.0068349475
2086,11438,9.2802635e-05,0.00010756048141047359,0.004328603,0.0073190285
4334,11439,0.00015301496,0.00018671041470952332,0.012461554,0.00806269
4000,11437,0.00013105721,0.00014281085168477148,0.014520349,0.007981347
4816,8512,0.00013781742,0.0001131104800151661,0.020326035,0.008262513
6,8513,7.972288e-06,0.0,3.7950354e-05,0.0066520753
1432,8514,6.483674e-05,4.610854739439674e-05,0.0032532066,0.0071123554
124,8515,1.3602499e-05,8.480307123193143e-09,0.00010734041,0.0066879154
2168,8516,0.00010193509,0.0007984677795320749,0.0071112765,0.007356687
270,8517,2.4721501e-05,0.0001578154187882319,0.0006152729,0.0067350944
102,8518,2.6455942e-05,1.5077954230946489e-05,0.000105025516,0.0066802814
864,8520,3.327889e-05,2.5954780085157836e-06,0.003956115,0.0069466894
190,8521,1.992134e-05,1.3424588587440667e-06,6.660136e-05,0.006706117
3622,8522,0.00010621163,2.402021345915273e-05,0.015786085,0.007880095
3722,8523,0.00013545016,0.00023595642414875329,0.00990964,0.007859802
178,8524,2.0994594e-05,2.7255712211626815e-06,0.00024986826,0.006704485
36,8525,1.4960744e-05,1.9924931393688894e-07,6.450676e-06,0.0066601736
1160,8526,3.710863e-05,4.474401009701978e-07,0.0061535416,0.007054301
336,8527,2.3915738e-05,1.952636921487283e-06,0.00033768525,0.0067536235
4344,8519,0.00012125325,4.628373426385224e-05,0.019198766,0.008111528
516,8416,2.7283791e-05,1.7614823946132674e-06,0.001152585,0.0068189465
1656,8417,9.7852324e-05,7.041558274067938e-05,0.001665532,0.007154255
122,8418,1.5882299e-05,3.642671515535767e-07,4.3603304e-05,0.006685691
2280,8419,7.401503e-05,1.0469111657585017e-05,0.008305708,0.007416897
134,8420,1.2373004e-05,2.649855623815256e-08,0.00037413588,0.006694
528,8421,3.3048887e-05,1.2378919564071111e-05,0.0010082206,0.0068185367
1334,8422,6.375676e-05,5.54669059056323e-05,0.001739131,0.007065262
2196,8423,7.0454116e-05,2.724187470448669e-05,0.008972731,0.0073949317
2260,8424,0.000101761725,0.0001405700168106705,0.003957108,0.007370047
4570,8425,0.00015254813,0.00023030347074382007,0.013402126,0.008155747
440,8426,2.0017782e-05,4.641779582925665e-08,0.002081939,0.00680272
6994,8427,0.0002151496,0.000265923939878121,0.025383815,0.008965706
6,8428,8.233859e-06,4.538572295764709e-10,4.1917856e-06,0.0066516735
592,8429,3.3437766e-05,3.609713530750014e-06,0.00042599122,0.0068287975
1690,8430,6.8513014e-05,1.492648971179733e-05,0.0024197723,0.007184064
2788,8431,0.00011173983,7.87610697443597e-05,0.003799284,0.007524958
2776,6016,0.00011328998,0.00015569788229186088,0.0067291255,0.0075480817
1130,6017,5.444177e-05,2.214733831351623e-05,0.001170844,0.0070026084
0,6018,7.810017e-06,0.0,7e-45,0.006649862
12,6019,8.272636e-06,0.0,1.1339683e-05,0.0066536395
186,6020,1.4009664e-05,3.608697056733945e-07,0.00068708946,0.0067114956
6,6021,3.507263e-05,4.766101483255625e-05,4.4025287e-11,0.006651553
8,6022,8.161609e-06,0.0,1.5210394e-05,0.006652421
624,6024,2.6645996e-05,1.0491570492376923e-06,0.0024129765,0.0068607517
4078,6025,0.00012210707,9.073028923012316e-05,0.016106658,0.008011433
238,6026,2.2579468e-05,4.804700438398868e-05,0.00078629516,0.0067284275
0,6027,7.810017e-06,0.0,7e-45,0.006649862
1764,6028,5.9468635e-05,7.949538485263474e-06,0.006683755,0.0072405287
600,6029,2.8298356e-05,1.7671540035735234e-06,0.0014711919,0.006846472
9622,6030,0.00028892112,0.0011440232628956437,0.03187585,0.009787632
1252,6031,6.225455e-05,3.383110379218124e-05,0.0019404663,0.0070449514
146,6023,1.47933915e-05,1.2283786645639339e-06,0.00019059979,0.0066957227
2116,704,9.8341145e-05,9.988935926230624e-05,0.0023242712,0.0073070815
5052,705,0.00016197043,0.00011912830086657777,0.017327605,0.008318424
272,706,2.308287e-05,2.2116375930636423e-06,0.00013677137,0.00673065
1318,707,4.353222e-05,3.839911641989602e-06,0.005989836,0.00710127
394,708,3.4817505e-05,1.0143972758669406e-05,0.00040820127,0.0067691524
1810,709,7.037411e-05,3.067169745918363e-05,0.004690447,0.007244892
12,710,8.239115e-06,0.0,2.2562228e-05,0.0066536404
358,712,1.7551378e-05,1.3257843534120184e-07,0.0017228384,0.0067730993
3290,713,0.000105062645,0.00010486382961971685,0.012308202,0.0077488925
4540,714,0.00015114178,0.00012180934572825208,0.014532993,0.008143642
1204,715,4.699725e-05,1.530040208308492e-05,0.0038561665,0.007044307
2432,716,9.649288e-05,8.55919424793683e-05,0.0051337504,0.0074355383
984,717,5.003189e-05,1.2039010471198708e-05,0.0007828509,0.006948243
4,718,8.2899915e-06,0.0,4.41415e-08,0.0066510113
490,719,2.3539498e-05,6.892768737998267e-07,0.0014324565,0.006813618
956,711,3.30218e-05,7.567270472463861e-07,0.0046645356,0.006977643
1896,4640,6.506248e-05,3.104756251559593e-05,0.0072469306,0.007287644
560,4641,2.3232269e-05,6.980023670166702e-08,0.0026442788,0.006844646
1404,4642,5.9189148e-05,2.0424033209565096e-05,0.0021529633,0.0070948238
1296,4643,4.185387e-05,1.2622516578630893e-06,0.006424539,0.007097475
0,4644,7.810017e-06,0.0,7e-45,0.006649862
56,4645,9.501179e-06,9.13963960069708e-10,0.0002812336,0.0066694217
1648,4646,4.9656737e-05,1.4723100321134552e-06,0.009047481,0.0072280793
0,4647,7.810017e-06,0.0,7e-45,0.006649862
6,4648,8.105188e-06,1.2982367958436214e-10,8.618906e-06,0.0066517117
514,4649,2.585969e-05,2.5180634111166e-06,0.0016140449,0.006819371
364,4650,1.7792681e-05,1.4016585225817835e-07,0.0017721528,0.006777127
348,4651,3.8358245e-05,3.6753936001332477e-06,0.00024548612,0.006752153
8,4652,1.350175e-05,1.3329529338079737e-06,1.9623956e-06,0.00665218
1614,4654,6.8326066e-05,2.99700641335221e-05,0.002593237,0.0071632382
440,4655,2.428134e-05,1.6583513229306845e-07,0.00033627677,0.00678378
572,4653,2.603155e-05,3.256405534557416e-06,0.002243285,0.006843868
30,1440,9.797104e-06,1.0577718256854496e-08,1.8513512e-05,0.006658866
4566,1441,0.00019458758,0.0024509732611477375,0.009606527,0.008108812
2550,1442,8.508694e-05,4.381137478048913e-05,0.009500078,0.007505605
5410,1443,0.00016019326,0.00011954300134675577,0.021121755,0.00844453
812,1444,4.3072916e-05,1.05470262496965e-05,0.0015091118,0.0069093006
1466,1445,5.7203273e-05,1.591476029716432e-05,0.0042341994,0.0071288757
3232,1446,0.00016902336,0.0007245471933856606,0.004671954,0.0076591503
596,1447,2.8844606e-05,3.56493774233968e-06,0.00129638,0.0068413513
976,1448,3.3220556e-05,2.261582721985178e-06,0.0051068114,0.0069887093
1354,1450,4.9196882e-05,3.9311267755692825e-05,0.0055670785,0.007111581
432,1451,3.5479778e-05,5.1411971071502194e-05,0.00042208695,0.0067816866
1716,1452,6.0856866e-05,1.2502690879045986e-05,0.0057910723,0.007228162
1150,1453,5.687986e-05,2.28049248107709e-05,0.0014950935,0.007008823
248,1454,1.8661765e-05,8.844029935062281e-07,0.00021779355,0.006727258
0,1455,7.810017e-06,0.0,7e-45,0.006649862
672,1449,3.0921245e-05,6.930654762982158e-06,0.0018610872,0.006872969
364,7552,2.3709781e-05,5.719583668906125e-07,0.000802006,0.0067655137
446,7553,2.271976e-05,3.1677072911406867e-06,0.0017474648,0.0067979298
2,7554,7.8820785e-06,0.0,4.902828e-06,0.006650509
174,7555,1.5206224e-05,1.7325649537269783e-07,0.000299578,0.006705315
28,7556,9.1524935e-06,7.131547574701358e-10,4.6256606e-05,0.0066584907
5534,7557,0.00017767756,0.00017883870168589056,0.018159047,0.008478434
20,7558,2.0984911e-05,4.3884341494049295e-07,7.163384e-08,0.006655522
578,7559,2.9906174e-05,9.388286343892105e-06,0.0018899055,0.006841666
438,7560,2.1832513e-05,6.847451459179865e-07,0.0014744669,0.0067934324
1774,7561,6.224324e-05,5.8117789194511715e-06,0.0054579233,0.0072359634
0,7562,7.810017e-06,0.0,7e-45,0.006649862
936,7563,3.117069e-05,9.203202466778748e-08,0.0048011728,0.006973309
914,7564,4.825445e-05,0.00025314243976026773,0.0027411252,0.0069517517
6808,7565,0.00023358891,0.00045206022332422435,0.018686103,0.008849801
40,7566,1.3238976e-05,4.109395490559109e-07,2.8142502e-05,0.006661583
2202,7567,9.830004e-05,0.0002412664907751605,0.003564,0.0073444173
34,4400,1.4121493e-05,2.448297209411976e-07,2.3537668e-05,0.0066598766
248,4401,1.4967083e-05,2.8213881009264696e-08,0.001228591,0.006738808
408,4402,2.4121311e-05,2.1698315322282724e-06,0.0009483947,0.006782649
430,4403,2.1582677e-05,4.1728961264198006e-07,0.0015611005,0.006793949
414,4404,8.134075e-05,5.460435204440728e-05,2.0327741e-05,0.006768399
0,4405,7.810017e-06,0.0,7e-45,0.006649862
0,4406,7.810017e-06,0.0,7e-45,0.006649862
4606,4407,0.00017010521,0.0009343782439827919,0.014525127,0.008157466
3194,4408,0.00010375683,6.463719910243526e-05,0.012218361,0.007728015
512,4409,2.3831051e-05,4.069869987688435e-07,0.0016608203,0.0068225367
128,4410,1.1603928e-05,1.4828773764463676e-08,0.00045273174,0.0066918177
3380,4411,0.000112719485,5.58290230401326e-05,0.012384305,0.0077784294
196,4412,1.417294e-05,3.542987769833417e-08,0.0006195328,0.0067151343
1140,4414,3.8861515e-05,2.9072682536934735e-06,0.005625936,0.0070478283
54,4413,9.446434e-06,4.534857378502011e-09,0.00020901993,0.0066682138
842,4415,2.9841058e-05,4.554296424430504e-07,0.004379544,0.0069429977
576,6336,3.5525023e-05,1.8013599401456304e-05,0.0008570525,0.0068309237
1814,6337,6.5641114e-05,1.4796545656281523e-05,0.0065686842,0.007256428
42,6338,2.2801189e-05,5.409339109974098e-07,9.88462e-06,0.0066618924
